"","married-slope_2022","married-slope_2023","married-acc_2022","married-acc_2023","married-steady_slope","married-val_2022","unmarried-slope_2022","unmarried-slope_2023","unmarried-acc_2022","unmarried-acc_2023","unmarried-steady_slope","unmarried-val_2022"
"Bedford County, Pennsylvania",-197.12142857142854,-197.12142857142854,0.0,0.0,1.0,31781.0,108.96785714285714,108.96785714285714,0.0,0.0,1.0,7987.0
"Bedford County, Tennessee",161.2357142857143,161.2357142857143,0.0,0.0,1.0,29620.0,229.94473173886217,255.82837750486215,25.883645766000296,25.883645766000296,0.0,6859.0
"Bedford County, Virginia",602.8428571428573,602.8428571428573,0.0,0.0,1.0,56550.0,231.04642857142855,231.04642857142855,0.0,0.0,1.0,11610.0
"Bee County, Texas",-731.6983526349068,-1069.3284250795841,-314.63811667688424,-360.6220281919959,0.0,14551.0,289.1897281780839,383.6786224246025,88.55192843671102,100.4258600617577,0.0,3556.0
"Belknap County, New Hampshire",558.2231577246566,636.8978506787389,78.67469295410633,78.67469295410633,0.0,40722.0,96.53571428571426,96.53571428571426,0.0,0.0,1.0,10427.0
"Bell County, Kentucky",-266.9714285714286,-266.9714285714286,0.0,0.0,1.0,12615.0,"","","","","",3820.0
"Bell County, Texas",3218.507142857143,3218.507142857143,0.0,0.0,1.0,211509.0,1535.5249999999996,1535.5249999999996,0.0,0.0,1.0,54376.0
"Belmont County, Ohio",-398.59642857142853,-398.59642857142853,0.0,0.0,1.0,38147.0,197.61506847292185,302.22519198805094,95.50554835829098,113.71469868544227,0.0,11431.0
"Beltrami County, Minnesota",259.40980930837395,318.5263251454744,59.11651583710394,59.11651583710394,0.0,23744.0,140.33571428571426,140.33571428571426,0.0,0.0,1.0,8714.0
"Ben Hill County, Georgia",134.196460892068,172.611942469317,38.41548157724542,38.41548157724542,0.0,8152.0,32.5,32.5,0.0,0.0,1.0,2951.0
"Benewah County, Idaho",272.9508241758449,318.49203296705673,45.54120879120938,45.54120879120938,0.0,6224.0,-31.82766645119409,-40.83703943115688,-9.00937297996122,-9.00937297996122,0.0,1565.0
"Bennett County, South Dakota","","","","","",1594.0,"","","","","",311.0
"Bennington County, Vermont",314.5828054299054,396.8323206205969,82.24951519069029,82.24951519069029,0.0,21699.0,"","","","","",6893.0
"Benson County, North Dakota",-84.68017129928921,-93.62150937297702,-8.941338073690787,-8.941338073690787,0.0,2776.0,-7.1012605042017185,-6.340756302521186,0.7605042016805975,0.7605042016805975,1.0,664.0
"Bent County, Colorado","","","","","",2586.0,73.83619909502522,83.24699418229284,9.410795087265775,9.410795087265775,0.0,907.0
"Benton County, Arkansas",4269.157142857142,4269.157142857142,0.0,0.0,1.0,197886.0,810.032142857143,810.032142857143,0.0,0.0,1.0,35046.0
"Benton County, Indiana",-64.80357142857142,-64.80357142857142,0.0,0.0,1.0,5102.0,"","","","","",1423.0
"Benton County, Iowa",-155.82142857142856,-155.82142857142856,0.0,0.0,1.0,17443.0,92.33214285714284,92.33214285714284,0.0,0.0,1.0,4179.0
"Benton County, Minnesota","","","","","",23924.0,274.40092113771243,304.51000323209155,30.109082094378252,30.109082094378252,0.0,8057.0
"Benton County, Mississippi","","","","","",4547.0,"","","","","",1209.0
"Benton County, Missouri",-93.49999999999997,-93.49999999999997,0.0,0.0,1.0,12563.0,50.83571428571428,50.83571428571428,0.0,0.0,1.0,3376.0
"Benton County, Oregon",305.21785714285716,305.21785714285716,0.0,0.0,1.0,49013.0,390.3857142857143,390.3857142857143,0.0,0.0,1.0,27037.0
"Benton County, Tennessee",-139.425,-139.425,0.0,0.0,1.0,8824.0,-120.44194741174579,-202.82547643780708,-76.15697045520574,-88.61008759944525,0.0,3084.0
"Benton County, Washington",1601.335714285714,1601.335714285714,0.0,0.0,1.0,130309.0,537.0607142857142,537.0607142857142,0.0,0.0,1.0,29347.0
"Benzie County, Michigan",54.59529025480151,3.6800600811839104,-44.50183147624921,-57.328628862975165,0.0,11749.0,58.5166551861912,85.7295852098614,24.894365421207112,29.53149463169393,0.0,3116.0
"Bergen County, New Jersey",2375.3678571428572,2375.3678571428572,0.0,0.0,1.0,655664.0,1594.9900775694987,1784.1872333548963,189.19715578539265,189.19715578539265,0.0,118790.0
"Berkeley County, South Carolina",2955.6178571428563,2955.6178571428563,0.0,0.0,1.0,139750.0,1061.0571428571425,1061.0571428571425,0.0,0.0,1.0,33788.0
"Berkeley County, West Virginia",956.025,956.025,0.0,0.0,1.0,74638.0,559.0535714285713,559.0535714285713,0.0,0.0,1.0,22262.0
"Berks County, Pennsylvania",-508.2428571428571,-508.2428571428571,0.0,0.0,1.0,245997.0,645.0642857142855,645.0642857142855,0.0,0.0,1.0,66373.0
"Berkshire County, Massachusetts",-410.5142857142856,-410.5142857142856,0.0,0.0,1.0,68961.0,216.0785714285714,216.0785714285714,0.0,0.0,1.0,28577.0
"Bernalillo County, New Mexico",-1340.0285714285712,-1340.0285714285712,0.0,0.0,1.0,334728.0,1781.942857142857,1781.942857142857,0.0,0.0,1.0,145001.0
"Berrien County, Georgia","","","","","",11020.0,"","","","","",2539.0
"Berrien County, Michigan",-593.4714285714284,-593.4714285714284,0.0,0.0,1.0,87131.0,280.56071428571425,280.56071428571425,0.0,0.0,1.0,27413.0
"Bertie County, North Carolina",-182.8535714285714,-182.8535714285714,0.0,0.0,1.0,8119.0,-77.79749515189906,-95.57981577245664,-17.78232062055555,-17.78232062055555,0.0,3025.0
"Bethel Census Area, Alaska","","","","","",10369.0,-55.74977375565504,-64.44854557207509,-8.69877181641918,-8.69877181641918,0.0,1377.0
"Bexar County, Texas",14381.40357142857,14381.40357142857,0.0,0.0,1.0,1114401.0,7134.171428571429,7134.171428571429,0.0,0.0,1.0,318666.0
"Bibb County, Alabama","","","","","",12645.0,94.65921137686018,106.17860374919474,11.519392372333588,11.519392372333588,0.0,2579.0
"Bibb County, Georgia",-613.6214285714284,-613.6214285714284,0.0,0.0,1.0,65669.0,201.0,201.0,0.0,0.0,1.0,28257.0
"Bienville Parish, Louisiana",-150.08214285714286,-150.08214285714286,0.0,0.0,1.0,6199.0,37.692857142857136,37.692857142857136,0.0,0.0,1.0,2497.0
"Big Horn County, Montana",-301.8501812517643,-472.35699543356895,-157.73400120970473,-183.27962715233298,0.0,6987.0,118.53799288946902,136.0973012281902,17.55930833872051,17.55930833872051,0.0,1351.0
"Big Horn County, Wyoming",-61.94999999999999,-61.94999999999999,0.0,0.0,1.0,7964.0,-23.513671622496986,-31.08380736910476,-7.570135746606694,-7.570135746606694,0.0,1699.0
"Big Stone County, Minnesota",100.93684589117765,143.9577285964042,40.37922860758772,45.66253680279078,0.0,3584.0,-36.43758188933134,-66.4865566007793,-27.545518201224695,-32.55243122301181,0.0,988.0
"Billings County, North Dakota","","","","","",632.0,"","","","","",118.0
"Bingham County, Idaho",1262.3078489899635,1852.102828323841,547.2821588825027,632.3077999097004,0.0,33344.0,54.160714285714285,54.160714285714285,0.0,0.0,1.0,4306.0
"Black Hawk County, Iowa",-693.5123464771023,-796.0120232708869,-102.499676793796,-102.499676793796,0.0,69723.0,243.11428571428567,243.11428571428567,0.0,0.0,1.0,30440.0
"Blackford County, Indiana",-97.26234527304769,-157.23503432795405,-54.42178407487154,-65.52359402988805,0.0,7703.0,80.37563025210693,92.24537815126678,11.869747899159892,11.869747899159892,0.0,2175.0
"Bladen County, North Carolina",-547.036877828039,-612.7799288946262,-65.7430510665825,-65.7430510665825,0.0,15615.0,"","","","","",5127.0
"Blaine County, Idaho",683.2787653522973,786.4145119586319,103.13574660633432,103.13574660633432,0.0,15806.0,171.2721824515611,217.52381643466651,44.35105580172785,48.152212162152864,0.0,4070.0
"Blaine County, Montana",-217.69366421550512,-325.35755666717887,-99.7078215601905,-115.61996334010473,0.0,3540.0,-22.28110859728804,-26.87855526826388,-4.597446670976145,-4.597446670976145,0.0,864.0
"Blaine County, Nebraska",-10.67142857142857,-10.67142857142857,0.0,0.0,1.0,291.0,"","","","","",80.0
"Blaine County, Oklahoma",-135.36071428571424,-135.36071428571424,0.0,0.0,1.0,4706.0,"","","","","",1352.0
"Blair County, Pennsylvania",-647.0178571428571,-647.0178571428571,0.0,0.0,1.0,70067.0,130.2785714285714,130.2785714285714,0.0,0.0,1.0,22774.0
"Blanco County, Texas",109.53928571428573,109.53928571428573,0.0,0.0,1.0,8028.0,78.79287330316583,86.69704266321787,7.904169360051549,7.904169360051549,0.0,1712.0
"Bland County, Virginia",-96.51428571428572,-96.51428571428572,0.0,0.0,1.0,3341.0,"","","","","",886.0
"Bleckley County, Georgia",78.35900129283255,100.26704912735295,21.908047834518968,21.908047834518968,0.0,6725.0,-74.15738526180212,-84.79135423400658,-10.633968972204427,-10.633968972204427,0.0,1319.0
"Bledsoe County, Tennessee",89.24642857142858,89.24642857142858,0.0,0.0,1.0,8582.0,-156.76002778112888,-234.42910052090883,-72.56814262820262,-82.77000286062685,0.0,1821.0
"Blount County, Alabama","","","","","",39398.0,111.58214285714286,111.58214285714286,0.0,0.0,1.0,7319.0
"Blount County, Tennessee",746.9214285714285,746.9214285714285,0.0,0.0,1.0,89601.0,148.65714285714282,148.65714285714282,0.0,0.0,1.0,19000.0
"Blue Earth County, Minnesota",776.8682075440884,1187.8144564926624,376.9243158028403,444.96818206628086,0.0,35398.0,136.82499999999996,136.82499999999996,0.0,0.0,1.0,18430.0
"Boise County, Idaho",239.68196509373956,271.700387847457,32.01842275371781,32.01842275371781,0.0,5509.0,"","","","","",1290.0
"Bolivar County, Mississippi",-206.52499999999995,-206.52499999999995,0.0,0.0,1.0,12180.0,"","","","","",5754.0
"Bollinger County, Missouri",-122.54999999999998,-122.54999999999998,0.0,0.0,1.0,7247.0,"","","","","",1479.0
"Bon Homme County, South Dakota",-66.42500000000001,-66.42500000000001,0.0,0.0,1.0,3668.0,-46.521040723986516,-56.10669036845866,-9.585649644473136,-9.585649644473136,0.0,926.0
"Bond County, Illinois",-239.36785714285708,-239.36785714285708,0.0,0.0,1.0,8974.0,-83.0375357195735,-151.3706176392734,-62.69268473455304,-73.9734791033261,0.0,2764.0
"Bonner County, Idaho",445.8464285714286,445.8464285714286,0.0,0.0,1.0,32752.0,429.76580196619034,607.5443608090281,164.75172373943496,190.80539392641367,0.0,7803.0
"Bonneville County, Idaho",1037.6107142857143,1037.6107142857143,0.0,0.0,1.0,84993.0,353.6642857142857,353.6642857142857,0.0,0.0,1.0,15652.0
"Boone County, Arkansas",283.88053326681256,382.5542655400932,91.83995902314928,105.50750552879254,0.0,25186.0,187.95706205560418,211.07907239819906,23.12201034259912,23.12201034259912,0.0,5975.0
"Boone County, Illinois",-368.66785714285714,-368.66785714285714,0.0,0.0,1.0,34879.0,162.9928571428571,162.9928571428571,0.0,0.0,1.0,7024.0
"Boone County, Indiana",929.2107142857143,929.2107142857143,0.0,0.0,1.0,53010.0,265.74642857142857,265.74642857142857,0.0,0.0,1.0,9137.0
"Boone County, Iowa","","","","","",17353.0,"","","","","",4679.0
"Boone County, Kentucky",765.3964285714286,765.3964285714286,0.0,0.0,1.0,91026.0,327.9107142857142,327.9107142857142,0.0,0.0,1.0,18042.0
"Boone County, Missouri",1133.3857142857144,1133.3857142857144,0.0,0.0,1.0,98643.0,589.2321428571429,589.2321428571429,0.0,0.0,1.0,48186.0
"Boone County, Nebraska",-30.253571428571426,-30.253571428571426,0.0,0.0,1.0,3785.0,"","","","","",869.0
"Boone County, West Virginia",-292.4321428571429,-292.4321428571429,0.0,0.0,1.0,13864.0,"","","","","",3149.0
"Borden County, Texas",63.758319061249495,93.15209194645286,26.99030380572549,31.797241965836292,0.0,644.0,-18.68173909559846,-25.377826503943652,-6.244290022405039,-7.147884793659841,0.0,28.0
"Bosque County, Texas",63.07142857142857,63.07142857142857,0.0,0.0,1.0,12904.0,"","","","","",2297.0
"Bossier Parish, Louisiana",487.6571428571429,487.6571428571429,0.0,0.0,1.0,73545.0,353.4821428571428,353.4821428571428,0.0,0.0,1.0,20584.0
"Botetourt County, Virginia","","","","","",23905.0,83.44285714285716,83.44285714285716,0.0,0.0,1.0,4315.0
"Bottineau County, North Dakota",-69.43272462831737,-78.16139301874864,-8.728668390433278,-8.728668390433278,0.0,4052.0,-71.97519392372851,-84.50379767292179,-12.528603749192285,-12.528603749192285,0.0,1192.0
"Boulder County, Colorado",904.7821428571427,904.7821428571427,0.0,0.0,1.0,181601.0,1453.9107142857142,1453.9107142857142,0.0,0.0,1.0,88056.0
"Boundary County, Idaho",95.10714285714283,95.10714285714283,0.0,0.0,1.0,8392.0,-177.72854621335864,-252.00104494020343,-69.69306182642322,-78.85193563225403,0.0,1859.0
"Bourbon County, Kansas",-190.02939270809293,-276.2136471644044,-79.03926953382324,-93.32923936916268,0.0,8851.0,25.328571428571426,25.328571428571426,0.0,0.0,1.0,2434.0
"Bourbon County, Kentucky","","","","","",11285.0,66.63214285714284,66.63214285714284,0.0,0.0,1.0,3721.0
"Bowie County, Texas","","","","","",49316.0,84.53571428571428,84.53571428571428,0.0,0.0,1.0,13696.0
"Bowman County, North Dakota",-86.29023917259838,-97.17194570136417,-10.881706528765788,-10.881706528765788,0.0,1875.0,-11.01549773755869,-14.042485455722272,-3.0269877181643685,-3.0269877181643685,0.0,509.0
"Box Butte County, Nebraska","","","","","",6163.0,"","","","","",1816.0
"Box Elder County, Utah",519.1250000000001,519.1250000000001,0.0,0.0,1.0,45409.0,168.3892857142857,168.3892857142857,0.0,0.0,1.0,5140.0
"Boyd County, Kentucky",-218.0785714285714,-218.0785714285714,0.0,0.0,1.0,26001.0,149.53381199203432,194.85989113338292,42.55257486811388,48.09958341550009,0.0,7842.0
"Boyd County, Nebraska",-90.15248868778508,-100.96599870717546,-10.813510019392524,-10.813510019392524,0.0,1152.0,-1.1922753716862644,-0.21360698125317867,0.9786683904331472,0.9786683904331472,1.0,328.0
"Boyle County, Kentucky","","","","","",15957.0,72.36785714285712,72.36785714285712,0.0,0.0,1.0,4850.0
"Bracken County, Kentucky","","","","","",5440.0,-113.08763736264518,-132.25521978022152,-19.16758241758262,-19.16758241758262,0.0,1059.0
"Bradford County, Florida",-143.11785714285713,-143.11785714285713,0.0,0.0,1.0,13226.0,72.25357142857143,72.25357142857143,0.0,0.0,1.0,3859.0
"Bradford County, Pennsylvania",-326.4107142857143,-326.4107142857143,0.0,0.0,1.0,36271.0,100.41428571428571,100.41428571428571,0.0,0.0,1.0,10576.0
"Bradley County, Arkansas",-124.10357142857143,-124.10357142857143,0.0,0.0,1.0,5547.0,-150.82316523045301,-208.33552785776556,-53.97333547841299,-61.05138977698334,0.0,1515.0
"Bradley County, Tennessee",324.3499999999999,324.3499999999999,0.0,0.0,1.0,65867.0,164.52142857142854,164.52142857142854,0.0,0.0,1.0,15958.0
"Branch County, Michigan",-174.6857142857143,-174.6857142857143,0.0,0.0,1.0,26567.0,161.8928571428571,161.8928571428571,0.0,0.0,1.0,7795.0
"Brantley County, Georgia",-386.5054621849122,-449.75756302525406,-63.25210084033867,-63.25210084033867,0.0,10158.0,79.33571428571429,79.33571428571429,0.0,0.0,1.0,2970.0
"Braxton County, West Virginia",-85.4142857142857,-85.4142857142857,0.0,0.0,1.0,8009.0,-78.20714285714284,-78.20714285714284,0.0,0.0,1.0,1690.0
"Brazoria County, Texas",4405.432142857143,4405.432142857143,0.0,0.0,1.0,250425.0,902.9107142857141,902.9107142857141,0.0,0.0,1.0,40959.0
"Brazos County, Texas",2277.064285714285,2277.064285714285,0.0,0.0,1.0,108081.0,1016.2857142857143,1016.2857142857143,0.0,0.0,1.0,63799.0
"Breathitt County, Kentucky",169.65984162897075,201.51326761474775,31.853425985780095,31.853425985780095,0.0,7760.0,"","","","","",2183.0
"Breckinridge County, Kentucky","","","","","",13234.0,61.86071428571428,61.86071428571428,0.0,0.0,1.0,3030.0
"Bremer County, Iowa",-182.18269230770238,-208.88873626374698,-26.706043956044027,-26.706043956044027,0.0,16506.0,"","","","","",3722.0
"Brevard County, Florida",10987.57810278004,12286.857191338204,1299.2790885585275,1299.2790885585275,0.0,369566.0,1574.6928571428573,1574.6928571428573,0.0,0.0,1.0,112748.0
"Brewster County, Texas","","","","","",5263.0,"","","","","",2551.0
"Briscoe County, Texas",-31.13928571428571,-31.13928571428571,0.0,0.0,1.0,795.0,11.360714285714286,11.360714285714286,0.0,0.0,1.0,351.0
"Bristol Bay Borough, Alaska",15.87100880406797,31.693389035761356,14.498976511142246,17.14578395186254,0.0,493.0,"","","","","",147.0
"Bristol County, Massachusetts",1367.3636716224719,1630.7195216547698,263.3558500323329,263.3558500323329,0.0,326166.0,1135.7714285714285,1135.7714285714285,0.0,0.0,1.0,97881.0
"Bristol County, Rhode Island",384.40526826123823,482.59305106668035,98.18778280543098,98.18778280543098,0.0,32149.0,"","","","","",7883.0
"Bristol city, Virginia",-267.87647058823495,-304.90588235294854,-37.02941176470626,-37.02941176470626,0.0,8422.0,-6.659099206328392,-33.541927970945835,-24.14533504719111,-29.620322478098387,0.0,3428.0
"Broadwater County, Montana",102.81785714285714,102.81785714285714,0.0,0.0,1.0,4866.0,-54.37102544121444,-102.74344874918461,-44.35256408508212,-52.39228253687361,0.0,1186.0
"Bronx County, New York",3717.067857142857,3717.067857142857,0.0,0.0,1.0,526615.0,2442.7999999999997,2442.7999999999997,0.0,0.0,1.0,223983.0
"Brooke County, West Virginia",-239.64642857142854,-239.64642857142854,0.0,0.0,1.0,11672.0,76.96071428571427,76.96071428571427,0.0,0.0,1.0,4778.0
"Brookings County, South Dakota",244.26428571428568,244.26428571428568,0.0,0.0,1.0,18442.0,333.41254040079366,368.5479638009274,35.135423400130236,35.135423400130236,0.0,9403.0
"Brooks County, Georgia",-103.47857142857143,-103.47857142857143,0.0,0.0,1.0,8091.0,-82.22971881060948,-102.42574337428232,-20.196024563671784,-20.196024563671784,0.0,2793.0
"Brooks County, Texas","","","","","",3593.0,158.68825145443407,184.14284098255303,25.45458952811949,25.45458952811949,0.0,1213.0
"Broome County, New York",-662.4892857142856,-662.4892857142856,0.0,0.0,1.0,101335.0,607.2071428571428,607.2071428571428,0.0,0.0,1.0,46758.0
"Broomfield County, Colorado",1062.1750000000002,1062.1750000000002,0.0,0.0,1.0,49774.0,538.4178571428571,538.4178571428571,0.0,0.0,1.0,14698.0
"Broward County, Florida",7477.407142857143,7477.407142857143,0.0,0.0,1.0,1049152.0,1388.0214285714287,1388.0214285714287,0.0,0.0,1.0,335521.0
"Brown County, Illinois",-127.93734647707242,-144.04416612800924,-16.106819650938082,-16.106819650938082,0.0,2782.0,19.585714285714285,19.585714285714285,0.0,0.0,1.0,1059.0
"Brown County, Indiana",383.24799612155766,436.55956690371386,53.311570782161425,53.311570782161425,0.0,11375.0,"","","","","",1836.0
"Brown County, Kansas","","","","","",5857.0,139.532999958843,191.8402074407786,48.86829345613478,55.746121510481316,0.0,1714.0
"Brown County, Minnesota",103.20105042018986,128.3292016806954,25.12815126050501,25.12815126050501,0.0,15992.0,59.455492828041315,121.8598417378962,56.576168923544174,68.23252890368894,0.0,4461.0
"Brown County, Nebraska",-76.5169036845582,-86.63519715579241,-10.118293471234928,-10.118293471234928,0.0,1706.0,"","","","","",595.0
"Brown County, Ohio",-283.66785714285714,-283.66785714285714,0.0,0.0,1.0,27428.0,120.71071428571426,120.71071428571426,0.0,0.0,1.0,6427.0
"Brown County, South Dakota",-221.93382352944172,-265.00315126053465,-43.06932773109308,-43.06932773109308,0.0,22644.0,130.2607142857143,130.2607142857143,0.0,0.0,1.0,8811.0
"Brown County, Texas",-616.2054498642683,-885.6007848829031,-249.80898508627433,-288.98168493641424,0.0,22322.0,114.94285714285715,114.94285714285715,0.0,0.0,1.0,6419.0
"Brown County, Wisconsin",671.1535714285714,671.1535714285714,0.0,0.0,1.0,160351.0,787.967857142857,787.967857142857,0.0,0.0,1.0,52314.0
