"","married.slope_2022","married.acc_2022","married.steady_slope","married.val_2022","unmarried.slope_2022","unmarried.acc_2022","unmarried.steady_slope","unmarried.val_2022","NAME","no_curve_married","no_curve_unmarried","cluster"
"888",2.49486075136952,0.007678976113996,0.81334502673241,2.14983937799234,2.17943435873841,-0.069567812562571,0.86077208868464,1.77412049510912,"El Paso County, Colorado",-1,-1,4
"889",0.813257976093136,0.007678976113996,0.81334502673241,2.36231990143962,2.60144407091816,-0.069567812562571,0.86077208868464,1.41905507039183,"El Paso County, Texas",-1,-1,3
"890",-0.0555943528142826,0.007678976113996,0.81334502673241,-0.212347482703115,-0.431195467074801,-0.37948280468673,-1.16129689266478,-0.269765268330772,"Elbert County, Colorado",-1,-1,3
"891",0,0,0,-0.262736223865421,-0.270335871268033,-0.069567812562571,0.86077208868464,-0.25410243090837,"Elbert County, Georgia",1,-1,2
"892",-0.146014547385652,0.007678976113996,0.81334502673241,-0.313348914988448,0,0,0,-0.303786572113291,"Elk County, Kansas",-1,1,3
"893",-0.193229654749347,0.007678976113996,0.81334502673241,-0.2242541556148,-0.236895583222977,-0.069567812562571,0.86077208868464,-0.202092649051303,"Elk County, Pennsylvania",-1,-1,3
"894",-0.401231677634413,-0.693100835188487,-1.2290380025023,0.360319227571014,0.0409281510085893,-0.069567812562571,0.86077208868464,0.203414511931842,"Elkhart County, Indiana",-1,-1,1
"895",0,0,0,-0.136348463889744,-0.184362971414316,-0.069567812562571,0.86077208868464,-0.176669168285806,"Elko County, Nevada",1,-1,2
"896",-0.192667051129994,-0.0986254239903431,-1.2290380025023,-0.302140752668536,0,0,0,-0.294166876688508,"Elliott County, Kentucky",-1,1,1
"897",0,0,0,-0.232545636303413,-0.549880621107554,-0.711142190857971,-1.16129689266478,-0.182694691793637,"Ellis County, Kansas",1,-1,2
"898",-0.152698828589633,0.007678976113996,0.81334502673241,-0.309365804972761,-0.392863761857518,-0.446768806786558,-1.16129689266478,-0.300315729624862,"Ellis County, Oklahoma",-1,-1,3
"899",1.01247945283886,0.007678976113996,0.81334502673241,0.402357834483567,0.0143171875992773,-0.069567812562571,0.86077208868464,-0.0316513788327186,"Ellis County, Texas",-1,-1,3
"900",-0.10090860944952,0.0307171077654654,-1.2290380025023,-0.300978345729554,-0.35514289264811,-0.069567812562571,0.86077208868464,-0.294431154035343,"Ellsworth County, Kansas",-1,-1,1
"901",0.0130107286853349,0.007678976113996,0.81334502673241,-0.0339126854274096,-0.184431051909127,-0.069567812562571,0.86077208868464,-0.145554915318469,"Elmore County, Alabama",-1,-1,3
"902",-0.236138516117863,0.007678976113996,0.81334502673241,-0.234859785897533,-0.117503670478831,-0.069567812562571,0.86077208868464,-0.21613458541312,"Elmore County, Idaho",-1,-1,3
"903",-0.192890915016605,0.007678976113996,0.81334502673241,-0.262336313221275,-0.46007035371003,-0.990708207653045,-1.16129689266478,-0.256093320254524,"Emanuel County, Georgia",-1,-1,3
"904",-0.162498966768469,0.007678976113996,0.81334502673241,-0.282774413208061,0,0,0,-0.292475501668766,"Emery County, Utah",-1,1,3
"905",-0.195315578366757,0.007678976113996,0.81334502673241,-0.296270064412484,-0.167687867777655,0.77369293129814,-1.16129689266478,-0.273694191553714,"Emmet County, Iowa",-1,-1,3
"906",0.157128169904688,0.412386048405808,-1.2290380025023,-0.200531456204102,0,0,0,-0.207695328804199,"Emmet County, Michigan",-1,1,1
"907",-0.142584636164652,0.007678976113996,0.81334502673241,-0.309360472830839,0,0,0,-0.298712447054065,"Emmons County, North Dakota",-1,1,3
"908",0,0,0,-0.312159847339856,-0.30654672354466,0.122347797359916,-1.16129689266478,-0.293955454811041,"Emporia city, Virginia",1,-1,2
"909",-0.00582978325153157,0.007678976113996,0.81334502673241,-0.186651890781299,-0.71527777419206,-1.10941180604652,-1.16129689266478,-0.168088963758573,"Erath County, Texas",-1,-1,3
"910",0.819749179310698,0.85676320243464,-1.2290380025023,2.36130679447445,2.96309616941689,-0.069567812562571,0.86077208868464,3.44874033106181,"Erie County, New York",-1,-1,4
"911",-0.350245806494558,0.007678976113996,0.81334502673241,-0.0966133422874686,-0.617126937321936,-1.09404360982083,-1.16129689266478,-0.07442907204036,"Erie County, Ohio",-1,-1,3
"912",-0.695861818669363,0.007678976113996,0.81334502673241,0.450208476091031,0.321449574847048,-0.069567812562571,0.86077208868464,0.636547464904106,"Erie County, Pennsylvania",-1,-1,3
"913",0,0,0,-0.22617905884862,-0.55282852936262,-2.52129875334226,-1.16129689266478,-0.207871513702088,"Escambia County, Alabama",1,-1,2
"914",0.997133376931964,0.624135463288328,-1.2290380025023,0.533064629416012,0.8851475618216,-0.069567812562571,0.86077208868464,0.786216535661484,"Escambia County, Florida",-1,-1,1
"915",-0.124389695002449,0.0114627390049929,-1.2290380025023,-0.318846353309965,0,0,0,-0.305284143745354,"Esmeralda County, Nevada",-1,1,1
"916",0.890673033475883,0.007678976113996,0.81334502673241,2.22729940369232,0.854630480022497,-0.069567812562571,0.86077208868464,1.95058728883554,"Essex County, Massachusetts",-1,-1,3
"917",1.51996368629102,0.007678976113996,0.81334502673241,2.02288641097294,1.12866298169927,-0.069567812562571,0.86077208868464,2.005486503018,"Essex County, New Jersey",-1,-1,3
"918",-0.250317585335745,0.007678976113996,0.81334502673241,-0.217860917450398,-0.00373515654686328,0.563032221775636,-1.16129689266478,-0.172881192981176,"Essex County, New York",-1,-1,3
"919",-0.153764418761051,0.007678976113996,0.81334502673241,-0.303729730961274,-0.264871445639528,0.321033887877768,-1.16129689266478,-0.289057514649704,"Essex County, Vermont",-1,-1,3
"920",-0.101017823611647,0.103273740627463,-1.2290380025023,-0.291908372320339,-0.320104272469146,0.382278145703965,-1.16129689266478,-0.279314489796399,"Essex County, Virginia",-1,-1,1
"921",-0.199512111088173,0.007678976113996,0.81334502673241,-0.279585792338742,0,0,0,-0.275015578287888,"Estill County, Kentucky",-1,1,3
"922",-0.327000306616127,0.007678976113996,0.81334502673241,-0.0116083357679465,-0.0969688912314149,-0.069567812562571,0.86077208868464,-0.0184903669603512,"Etowah County, Alabama",-1,-1,3
"923",0,0,0,-0.314911232571576,-0.350589331940743,0.0752888877743775,-1.16129689266478,-0.308067865132013,"Eureka County, Nevada",1,-1,2
"924",-0.251421575152981,0.007678976113996,0.81334502673241,-0.233110843347138,-0.355698203064215,-0.443132971402086,-1.16129689266478,-0.222653426635042,"Evangeline Parish, Louisiana",-1,-1,3
"925",0,0,0,-0.294798393242029,0,0,0,-0.28361340130491,"Evans County, Georgia",1,1,2
"926",0,0,0,0.000986183451669108,-0.806357269509116,-1.76695757417787,-1.16129689266478,-0.00636884598553348,"Fairbanks North Star Borough, Alaska",1,-1,2
"927",1.87394944983799,0.007678976113996,0.81334502673241,3.92789009113959,0.895695783486404,-0.069567812562571,0.86077208868464,2.51770885665299,"Fairfax County, Virginia",-1,-1,4
"928",-0.152598970859166,-0.0934832831041935,-1.2290380025023,-0.236150164242642,0,0,0,-0.228837516550974,"Fairfax city, Virginia",-1,1,1
"929",0.0892806537731853,0.007678976113996,0.81334502673241,0.242601530360408,0.0214741496163003,-0.069567812562571,0.86077208868464,0.0522126325628223,"Fairfield County, Ohio",-1,-1,3
"930",-0.322111285510442,-0.182152970999579,-1.2290380025023,-0.268724219243756,0,0,0,-0.254648604091828,"Fairfield County, South Carolina",-1,1,1
"931",-0.294696604572679,0.007678976113996,0.81334502673241,-0.255324546593928,-0.228761870192865,0.11162566313697,-1.16129689266478,-0.225225726144233,"Fajardo Municipio, Puerto Rico",-1,-1,3
"932",0,0,0,-0.303543105994006,-0.209681976264833,0.743664678521387,-1.16129689266478,-0.283472453386598,"Fall River County, South Dakota",1,-1,2
"933",-0.118791401967367,0.0550305846167119,-1.2290380025023,-0.311381354619253,-0.370834426050617,-0.516342040549457,-1.16129689266478,-0.301161417134733,"Fallon County, Montana",-1,-1,1
"934",-0.069270112388779,0.007678976113996,0.81334502673241,-0.267679119427057,-0.280335193943422,-0.069567812562571,0.86077208868464,-0.262946912782437,"Falls Church city, Virginia",-1,-1,3
"935",-0.226548457241149,-0.15160192570094,-1.2290380025023,-0.273811082637284,0,0,0,-0.27239042330933,"Falls County, Texas",-1,1,1
